Filename,Social_Caption,Author,Text,Theme,Quote_ID
endure_bright_green_quote25.png,"""What we regret most are lost opportunities."" — Anonymous #Endure #Resilience #Stoicism","Anonymous","What we regret most are lost opportunities.",bright_green,25
endure_bright_green_quote7.png,"""What is done cannot be undone, but one can prevent it happening again."" — Anne Frank #Endure #Resilience #Stoicism","Anne Frank","What is done cannot be undone, but one can prevent it happening again.",bright_green,7
endure_bright_green_quote3.png,"""Out of suffering have emerged the strongest souls; the most massive characters are seared with scars."" — Khalil Gibran #Endure #Resilience #Stoicism","Khalil Gibran","Out of suffering have emerged the strongest souls; the most massive characters are seared with scars.",bright_green,3
endure_bright_green_quote44.png,"""Out of difficulties grow miracles."" — Jean de La Bruyère #Endure #Resilience #Stoicism","Jean de La Bruyère","Out of difficulties grow miracles.",bright_green,44
endure_bright_green_quote4.png,"""I have learned that success is to be measured not so much by the position that one has reached in life as by the obstacles which he has overcome while trying to succeed."" — Booker T. Washington #Endure #Resilience #Stoicism","Booker T. Washington","I have learned that success is to be measured not so much by the position that one has reached in life as by the obstacles which he has overcome while trying to succeed.",bright_green,4
endure_bright_green_quote35.png,"""Regrets are the tears of choices not made and of good deeds left undone."" — Jonathan Lockwood Huie #Endure #Resilience #Stoicism","Jonathan Lockwood Huie","Regrets are the tears of choices not made and of good deeds left undone.",bright_green,35
endure_bright_green_quote22.png,"""The best way to predict the future is to create it."" — Peter Drucker #Endure #Resilience #Stoicism","Peter Drucker","The best way to predict the future is to create it.",bright_green,22
endure_bright_green_quote36.png,"""Fall seven times, stand up eight."" — Japanese Proverb #Endure #Resilience #Stoicism","Japanese Proverb","Fall seven times, stand up eight.",bright_green,36
endure_bright_green_quote1.png,"""The only real mistake is the one from which we learn nothing."" — Henry Ford #Endure #Resilience #Stoicism","Henry Ford","The only real mistake is the one from which we learn nothing.",bright_green,1
endure_bright_green_quote34.png,"""Broken hearts hurt but they will make you strong."" — Anonymous #Endure #Resilience #Stoicism","Anonymous","Broken hearts hurt but they will make you strong.",bright_green,34
endure_bright_green_quote18.png,"""We must accept finite disappointment, but never lose infinite hope."" — Martin Luther King Jr. #Endure #Resilience #Stoicism","Martin Luther King Jr.","We must accept finite disappointment, but never lose infinite hope.",bright_green,18
endure_bright_green_quote48.png,"""Success consists of going from failure to failure without loss of enthusiasm."" — Winston Churchill #Endure #Resilience #Stoicism","Winston Churchill","Success consists of going from failure to failure without loss of enthusiasm.",bright_green,48
endure_bright_green_quote41.png,"""Regret doesn't remind us that we did badly. It reminds us that we know we can do better."" — Kathryn Schulz #Endure #Resilience #Stoicism","Kathryn Schulz","Regret doesn't remind us that we did badly. It reminds us that we know we can do better.",bright_green,41
endure_bright_pink_quote24.png,"""Failure is simply the opportunity to begin again, this time more intelligently."" — Henry Ford #Endure #Resilience #Stoicism","Henry Ford","Failure is simply the opportunity to begin again, this time more intelligently.",bright_pink,24
endure_bright_pink_quote13.png,"""I have not failed. I've just found 10,000 ways that won't work."" — Thomas Edison #Endure #Resilience #Stoicism","Thomas Edison","I have not failed. I've just found 10,000 ways that won't work.",bright_pink,13
endure_bright_pink_quote32.png,"""Mistakes are a fact of life. It is the response to error that counts."" — Nikki Giovanni #Endure #Resilience #Stoicism","Nikki Giovanni","Mistakes are a fact of life. It is the response to error that counts.",bright_pink,32
endure_bright_pink_quote20.png,"""Every adversity, every failure, every heartache carries with it the seed of an equal or greater benefit."" — Napoleon Hill #Endure #Resilience #Stoicism","Napoleon Hill","Every adversity, every failure, every heartache carries with it the seed of an equal or greater benefit.",bright_pink,20
endure_bright_pink_quote11.png,"""Regret is the past crippling you in the present."" — Anonymous #Endure #Resilience #Stoicism","Anonymous","Regret is the past crippling you in the present.",bright_pink,11
endure_bright_pink_quote8.png,"""Ever tried. Ever failed. No matter. Try Again. Fail again. Fail better."" — Samuel Beckett #Endure #Resilience #Stoicism","Samuel Beckett","Ever tried. Ever failed. No matter. Try Again. Fail again. Fail better.",bright_pink,8
endure_bright_pink_quote16.png,"""Success is stumbling from failure to failure with no loss of enthusiasm."" — Winston Churchill #Endure #Resilience #Stoicism","Winston Churchill","Success is stumbling from failure to failure with no loss of enthusiasm.",bright_pink,16
endure_bright_pink_quote26.png,"""Suffering is the positive element in this world, indeed it is the only link between this world and the positive."" — Franz Kafka #Endure #Resilience #Stoicism","Franz Kafka","Suffering is the positive element in this world, indeed it is the only link between this world and the positive.",bright_pink,26
endure_bright_pink_quote37.png,"""The soul would have no rainbow had the eyes no tears."" — John Vance Cheney #Endure #Resilience #Stoicism","John Vance Cheney","The soul would have no rainbow had the eyes no tears.",bright_pink,37
endure_bright_pink_quote19.png,"""Rock bottom became the solid foundation on which I rebuilt my life."" — J.K. Rowling #Endure #Resilience #Stoicism","J.K. Rowling","Rock bottom became the solid foundation on which I rebuilt my life.",bright_pink,19
endure_bright_pink_quote15.png,"""Letting go means to come to the realization that some people are a part of your history, but not a part of your destiny."" — Steve Maraboli #Endure #Resilience #Stoicism","Steve Maraboli","Letting go means to come to the realization that some people are a part of your history, but not a part of your destiny.",bright_pink,15
endure_bright_pink_quote6.png,"""Mistakes are the portals of discovery."" — James Joyce #Endure #Resilience #Stoicism","James Joyce","Mistakes are the portals of discovery.",bright_pink,6
endure_bright_pink_quote31.png,"""Turn your wounds into wisdom."" — Oprah Winfrey #Endure #Resilience #Stoicism","Oprah Winfrey","Turn your wounds into wisdom.",bright_pink,31
endure_bright_pink_quote39.png,"""Failure is the condiment that gives success its flavor."" — Truman Capote #Endure #Resilience #Stoicism","Truman Capote","Failure is the condiment that gives success its flavor.",bright_pink,39
endure_bright_pink_quote42.png,"""A man is not old until regrets take the place of dreams."" — John Barrymore #Endure #Resilience #Stoicism","John Barrymore","A man is not old until regrets take the place of dreams.",bright_pink,42
endure_bright_pink_quote50.png,"""Never regret. If it's good, it's wonderful. If it's bad, it's experience."" — Victoria Holt #Endure #Resilience #Stoicism","Victoria Holt","Never regret. If it's good, it's wonderful. If it's bad, it's experience.",bright_pink,50
endure_bright_pink_quote46.png,"""I did then what I knew how to do. Now that I know better, I do better."" — Maya Angelou #Endure #Resilience #Stoicism","Maya Angelou","I did then what I knew how to do. Now that I know better, I do better.",bright_pink,46
endure_bright_pink_quote14.png,"""The only way to get rid of a temptation is to yield to it."" — Oscar Wilde #Endure #Resilience #Stoicism","Oscar Wilde","The only way to get rid of a temptation is to yield to it.",bright_pink,14
endure_bright_pink_quote33.png,"""The only man who never makes a mistake is the man who never does anything."" — Theodore Roosevelt #Endure #Resilience #Stoicism","Theodore Roosevelt","The only man who never makes a mistake is the man who never does anything.",bright_pink,33
endure_bright_pink_quote45.png,"""Heartbreak is life educating us."" — George Bernard Shaw #Endure #Resilience #Stoicism","George Bernard Shaw","Heartbreak is life educating us.",bright_pink,45
endure_bright_pink_quote12.png,"""It's not what happens to you, but how you react to it that matters."" — Epictetus #Endure #Resilience #Stoicism","Epictetus","It's not what happens to you, but how you react to it that matters.",bright_pink,12
endure_bright_pink_quote49.png,"""The pain of yesterday is the strength of today."" — Paulo Coelho #Endure #Resilience #Stoicism","Paulo Coelho","The pain of yesterday is the strength of today.",bright_pink,49
endure_bright_pink_quote30.png,"""I am not what happened to me, I am what I choose to become."" — Carl Jung #Endure #Resilience #Stoicism","Carl Jung","I am not what happened to me, I am what I choose to become.",bright_pink,30
endure_bright_pink_quote28.png,"""Regret is an appalling waste of energy; you can't build on it; it's only good for wallowing in."" — Katherine Mansfield #Endure #Resilience #Stoicism","Katherine Mansfield","Regret is an appalling waste of energy; you can't build on it; it's only good for wallowing in.",bright_pink,28
endure_bright_pink_quote27.png,"""You may encounter many defeats, but you must not be defeated."" — Maya Angelou #Endure #Resilience #Stoicism","Maya Angelou","You may encounter many defeats, but you must not be defeated.",bright_pink,27
endure_bright_pink_quote47.png,"""Regret is mostly caused by not having done anything."" — Charles Bukowski #Endure #Resilience #Stoicism","Charles Bukowski","Regret is mostly caused by not having done anything.",bright_pink,47
endure_bright_pink_quote40.png,"""We all make mistakes, have struggles, and even regret things in our past. But you are not your mistakes, you are not your struggles, and you are here NOW with the power to shape your day and your future."" — Steve Maraboli #Endure #Resilience #Stoicism","Steve Maraboli","We all make mistakes, have struggles, and even regret things in our past. But you are not your mistakes, you are not your struggles, and you are here NOW with the power to shape your day and your future.",bright_pink,40
endure_bright_pink_quote17.png,"""The wound is the place where the Light enters you."" — Rumi #Endure #Resilience #Stoicism","Rumi","The wound is the place where the Light enters you.",bright_pink,17
endure_bright_pink_quote2.png,"""Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable."" — Sydney J. Harris #Endure #Resilience #Stoicism","Sydney J. Harris","Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable.",bright_pink,2
endure_bright_pink_quote43.png,"""The bitterest tears shed over graves are for words left unsaid and deeds left undone."" — Harriet Beecher Stowe #Endure #Resilience #Stoicism","Harriet Beecher Stowe","The bitterest tears shed over graves are for words left unsaid and deeds left undone.",bright_pink,43
endure_bright_pink_quote38.png,"""It's better to have loved and lost than never to have loved at all."" — Alfred Lord Tennyson #Endure #Resilience #Stoicism","Alfred Lord Tennyson","It's better to have loved and lost than never to have loved at all.",bright_pink,38
endure_bright_pink_quote21.png,"""To err is human; to forgive, divine."" — Alexander Pope #Endure #Resilience #Stoicism","Alexander Pope","To err is human; to forgive, divine.",bright_pink,21
endure_bright_pink_quote5.png,"""The heart was made to be broken."" — Oscar Wilde #Endure #Resilience #Stoicism","Oscar Wilde","The heart was made to be broken.",bright_pink,5
endure_bright_pink_quote29.png,"""The past is a place of reference, not a place of residence."" — Willie Jolley #Endure #Resilience #Stoicism","Willie Jolley","The past is a place of reference, not a place of residence.",bright_pink,29
endure_bright_pink_quote10.png,"""Pain is inevitable. Suffering is optional."" — Haruki Murakami #Endure #Resilience #Stoicism","Haruki Murakami","Pain is inevitable. Suffering is optional.",bright_pink,10
endure_bright_pink_quote23.png,"""Heartbreak could be lived with if it weren't accompanied by regret."" — Laura Kasischke #Endure #Resilience #Stoicism","Laura Kasischke","Heartbreak could be lived with if it weren't accompanied by regret.",bright_pink,23
endure_bright_pink_quote9.png,"""The greatest glory in living lies not in never falling, but in rising every time we fall."" — Nelson Mandela #Endure #Resilience #Stoicism","Nelson Mandela","The greatest glory in living lies not in never falling, but in rising every time we fall.",bright_pink,9
endure_bright_pink_quote25.png,"""What we regret most are lost opportunities."" — Anonymous #Endure #Resilience #Stoicism","Anonymous","What we regret most are lost opportunities.",bright_pink,25
endure_bright_pink_quote7.png,"""What is done cannot be undone, but one can prevent it happening again."" — Anne Frank #Endure #Resilience #Stoicism","Anne Frank","What is done cannot be undone, but one can prevent it happening again.",bright_pink,7
endure_bright_pink_quote3.png,"""Out of suffering have emerged the strongest souls; the most massive characters are seared with scars."" — Khalil Gibran #Endure #Resilience #Stoicism","Khalil Gibran","Out of suffering have emerged the strongest souls; the most massive characters are seared with scars.",bright_pink,3
endure_bright_pink_quote44.png,"""Out of difficulties grow miracles."" — Jean de La Bruyère #Endure #Resilience #Stoicism","Jean de La Bruyère","Out of difficulties grow miracles.",bright_pink,44
endure_bright_pink_quote4.png,"""I have learned that success is to be measured not so much by the position that one has reached in life as by the obstacles which he has overcome while trying to succeed."" — Booker T. Washington #Endure #Resilience #Stoicism","Booker T. Washington","I have learned that success is to be measured not so much by the position that one has reached in life as by the obstacles which he has overcome while trying to succeed.",bright_pink,4
endure_bright_pink_quote35.png,"""Regrets are the tears of choices not made and of good deeds left undone."" — Jonathan Lockwood Huie #Endure #Resilience #Stoicism","Jonathan Lockwood Huie","Regrets are the tears of choices not made and of good deeds left undone.",bright_pink,35
endure_bright_pink_quote22.png,"""The best way to predict the future is to create it."" — Peter Drucker #Endure #Resilience #Stoicism","Peter Drucker","The best way to predict the future is to create it.",bright_pink,22
endure_bright_pink_quote36.png,"""Fall seven times, stand up eight."" — Japanese Proverb #Endure #Resilience #Stoicism","Japanese Proverb","Fall seven times, stand up eight.",bright_pink,36
endure_bright_pink_quote1.png,"""The only real mistake is the one from which we learn nothing."" — Henry Ford #Endure #Resilience #Stoicism","Henry Ford","The only real mistake is the one from which we learn nothing.",bright_pink,1
endure_bright_pink_quote34.png,"""Broken hearts hurt but they will make you strong."" — Anonymous #Endure #Resilience #Stoicism","Anonymous","Broken hearts hurt but they will make you strong.",bright_pink,34
endure_bright_pink_quote18.png,"""We must accept finite disappointment, but never lose infinite hope."" — Martin Luther King Jr. #Endure #Resilience #Stoicism","Martin Luther King Jr.","We must accept finite disappointment, but never lose infinite hope.",bright_pink,18
endure_bright_pink_quote48.png,"""Success consists of going from failure to failure without loss of enthusiasm."" — Winston Churchill #Endure #Resilience #Stoicism","Winston Churchill","Success consists of going from failure to failure without loss of enthusiasm.",bright_pink,48
endure_bright_pink_quote41.png,"""Regret doesn't remind us that we did badly. It reminds us that we know we can do better."" — Kathryn Schulz #Endure #Resilience #Stoicism","Kathryn Schulz","Regret doesn't remind us that we did badly. It reminds us that we know we can do better.",bright_pink,41
endure_bright_yellow_quote24.png,"""Failure is simply the opportunity to begin again, this time more intelligently."" — Henry Ford #Endure #Resilience #Stoicism","Henry Ford","Failure is simply the opportunity to begin again, this time more intelligently.",bright_yellow,24
endure_bright_yellow_quote13.png,"""I have not failed. I've just found 10,000 ways that won't work."" — Thomas Edison #Endure #Resilience #Stoicism","Thomas Edison","I have not failed. I've just found 10,000 ways that won't work.",bright_yellow,13
endure_bright_yellow_quote32.png,"""Mistakes are a fact of life. It is the response to error that counts."" — Nikki Giovanni #Endure #Resilience #Stoicism","Nikki Giovanni","Mistakes are a fact of life. It is the response to error that counts.",bright_yellow,32
endure_bright_yellow_quote20.png,"""Every adversity, every failure, every heartache carries with it the seed of an equal or greater benefit."" — Napoleon Hill #Endure #Resilience #Stoicism","Napoleon Hill","Every adversity, every failure, every heartache carries with it the seed of an equal or greater benefit.",bright_yellow,20
endure_bright_yellow_quote11.png,"""Regret is the past crippling you in the present."" — Anonymous #Endure #Resilience #Stoicism","Anonymous","Regret is the past crippling you in the present.",bright_yellow,11
endure_bright_yellow_quote8.png,"""Ever tried. Ever failed. No matter. Try Again. Fail again. Fail better."" — Samuel Beckett #Endure #Resilience #Stoicism","Samuel Beckett","Ever tried. Ever failed. No matter. Try Again. Fail again. Fail better.",bright_yellow,8
endure_bright_yellow_quote16.png,"""Success is stumbling from failure to failure with no loss of enthusiasm."" — Winston Churchill #Endure #Resilience #Stoicism","Winston Churchill","Success is stumbling from failure to failure with no loss of enthusiasm.",bright_yellow,16
endure_bright_yellow_quote26.png,"""Suffering is the positive element in this world, indeed it is the only link between this world and the positive."" — Franz Kafka #Endure #Resilience #Stoicism","Franz Kafka","Suffering is the positive element in this world, indeed it is the only link between this world and the positive.",bright_yellow,26
endure_bright_yellow_quote37.png,"""The soul would have no rainbow had the eyes no tears."" — John Vance Cheney #Endure #Resilience #Stoicism","John Vance Cheney","The soul would have no rainbow had the eyes no tears.",bright_yellow,37
endure_bright_yellow_quote19.png,"""Rock bottom became the solid foundation on which I rebuilt my life."" — J.K. Rowling #Endure #Resilience #Stoicism","J.K. Rowling","Rock bottom became the solid foundation on which I rebuilt my life.",bright_yellow,19
endure_bright_yellow_quote15.png,"""Letting go means to come to the realization that some people are a part of your history, but not a part of your destiny."" — Steve Maraboli #Endure #Resilience #Stoicism","Steve Maraboli","Letting go means to come to the realization that some people are a part of your history, but not a part of your destiny.",bright_yellow,15
endure_bright_yellow_quote6.png,"""Mistakes are the portals of discovery."" — James Joyce #Endure #Resilience #Stoicism","James Joyce","Mistakes are the portals of discovery.",bright_yellow,6
endure_bright_yellow_quote31.png,"""Turn your wounds into wisdom."" — Oprah Winfrey #Endure #Resilience #Stoicism","Oprah Winfrey","Turn your wounds into wisdom.",bright_yellow,31
endure_bright_yellow_quote39.png,"""Failure is the condiment that gives success its flavor."" — Truman Capote #Endure #Resilience #Stoicism","Truman Capote","Failure is the condiment that gives success its flavor.",bright_yellow,39
endure_bright_yellow_quote42.png,"""A man is not old until regrets take the place of dreams."" — John Barrymore #Endure #Resilience #Stoicism","John Barrymore","A man is not old until regrets take the place of dreams.",bright_yellow,42
endure_bright_yellow_quote50.png,"""Never regret. If it's good, it's wonderful. If it's bad, it's experience."" — Victoria Holt #Endure #Resilience #Stoicism","Victoria Holt","Never regret. If it's good, it's wonderful. If it's bad, it's experience.",bright_yellow,50
endure_bright_yellow_quote46.png,"""I did then what I knew how to do. Now that I know better, I do better."" — Maya Angelou #Endure #Resilience #Stoicism","Maya Angelou","I did then what I knew how to do. Now that I know better, I do better.",bright_yellow,46
endure_bright_yellow_quote14.png,"""The only way to get rid of a temptation is to yield to it."" — Oscar Wilde #Endure #Resilience #Stoicism","Oscar Wilde","The only way to get rid of a temptation is to yield to it.",bright_yellow,14
endure_bright_yellow_quote33.png,"""The only man who never makes a mistake is the man who never does anything."" — Theodore Roosevelt #Endure #Resilience #Stoicism","Theodore Roosevelt","The only man who never makes a mistake is the man who never does anything.",bright_yellow,33
endure_bright_yellow_quote45.png,"""Heartbreak is life educating us."" — George Bernard Shaw #Endure #Resilience #Stoicism","George Bernard Shaw","Heartbreak is life educating us.",bright_yellow,45
endure_bright_yellow_quote12.png,"""It's not what happens to you, but how you react to it that matters."" — Epictetus #Endure #Resilience #Stoicism","Epictetus","It's not what happens to you, but how you react to it that matters.",bright_yellow,12
endure_bright_yellow_quote49.png,"""The pain of yesterday is the strength of today."" — Paulo Coelho #Endure #Resilience #Stoicism","Paulo Coelho","The pain of yesterday is the strength of today.",bright_yellow,49
endure_bright_yellow_quote30.png,"""I am not what happened to me, I am what I choose to become."" — Carl Jung #Endure #Resilience #Stoicism","Carl Jung","I am not what happened to me, I am what I choose to become.",bright_yellow,30
endure_bright_yellow_quote28.png,"""Regret is an appalling waste of energy; you can't build on it; it's only good for wallowing in."" — Katherine Mansfield #Endure #Resilience #Stoicism","Katherine Mansfield","Regret is an appalling waste of energy; you can't build on it; it's only good for wallowing in.",bright_yellow,28
endure_bright_yellow_quote27.png,"""You may encounter many defeats, but you must not be defeated."" — Maya Angelou #Endure #Resilience #Stoicism","Maya Angelou","You may encounter many defeats, but you must not be defeated.",bright_yellow,27
endure_bright_yellow_quote47.png,"""Regret is mostly caused by not having done anything."" — Charles Bukowski #Endure #Resilience #Stoicism","Charles Bukowski","Regret is mostly caused by not having done anything.",bright_yellow,47
endure_bright_yellow_quote40.png,"""We all make mistakes, have struggles, and even regret things in our past. But you are not your mistakes, you are not your struggles, and you are here NOW with the power to shape your day and your future."" — Steve Maraboli #Endure #Resilience #Stoicism","Steve Maraboli","We all make mistakes, have struggles, and even regret things in our past. But you are not your mistakes, you are not your struggles, and you are here NOW with the power to shape your day and your future.",bright_yellow,40
endure_bright_yellow_quote17.png,"""The wound is the place where the Light enters you."" — Rumi #Endure #Resilience #Stoicism","Rumi","The wound is the place where the Light enters you.",bright_yellow,17
endure_bright_yellow_quote2.png,"""Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable."" — Sydney J. Harris #Endure #Resilience #Stoicism","Sydney J. Harris","Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable.",bright_yellow,2
endure_bright_yellow_quote43.png,"""The bitterest tears shed over graves are for words left unsaid and deeds left undone."" — Harriet Beecher Stowe #Endure #Resilience #Stoicism","Harriet Beecher Stowe","The bitterest tears shed over graves are for words left unsaid and deeds left undone.",bright_yellow,43
endure_bright_yellow_quote38.png,"""It's better to have loved and lost than never to have loved at all."" — Alfred Lord Tennyson #Endure #Resilience #Stoicism","Alfred Lord Tennyson","It's better to have loved and lost than never to have loved at all.",bright_yellow,38
endure_bright_yellow_quote21.png,"""To err is human; to forgive, divine."" — Alexander Pope #Endure #Resilience #Stoicism","Alexander Pope","To err is human; to forgive, divine.",bright_yellow,21
endure_bright_yellow_quote5.png,"""The heart was made to be broken."" — Oscar Wilde #Endure #Resilience #Stoicism","Oscar Wilde","The heart was made to be broken.",bright_yellow,5
endure_bright_yellow_quote29.png,"""The past is a place of reference, not a place of residence."" — Willie Jolley #Endure #Resilience #Stoicism","Willie Jolley","The past is a place of reference, not a place of residence.",bright_yellow,29
endure_bright_yellow_quote10.png,"""Pain is inevitable. Suffering is optional."" — Haruki Murakami #Endure #Resilience #Stoicism","Haruki Murakami","Pain is inevitable. Suffering is optional.",bright_yellow,10
endure_bright_yellow_quote23.png,"""Heartbreak could be lived with if it weren't accompanied by regret."" — Laura Kasischke #Endure #Resilience #Stoicism","Laura Kasischke","Heartbreak could be lived with if it weren't accompanied by regret.",bright_yellow,23
endure_bright_yellow_quote9.png,"""The greatest glory in living lies not in never falling, but in rising every time we fall."" — Nelson Mandela #Endure #Resilience #Stoicism","Nelson Mandela","The greatest glory in living lies not in never falling, but in rising every time we fall.",bright_yellow,9
endure_bright_yellow_quote25.png,"""What we regret most are lost opportunities."" — Anonymous #Endure #Resilience #Stoicism","Anonymous","What we regret most are lost opportunities.",bright_yellow,25
endure_bright_yellow_quote7.png,"""What is done cannot be undone, but one can prevent it happening again."" — Anne Frank #Endure #Resilience #Stoicism","Anne Frank","What is done cannot be undone, but one can prevent it happening again.",bright_yellow,7
endure_bright_yellow_quote3.png,"""Out of suffering have emerged the strongest souls; the most massive characters are seared with scars."" — Khalil Gibran #Endure #Resilience #Stoicism","Khalil Gibran","Out of suffering have emerged the strongest souls; the most massive characters are seared with scars.",bright_yellow,3
endure_bright_yellow_quote44.png,"""Out of difficulties grow miracles."" — Jean de La Bruyère #Endure #Resilience #Stoicism","Jean de La Bruyère","Out of difficulties grow miracles.",bright_yellow,44
endure_bright_yellow_quote4.png,"""I have learned that success is to be measured not so much by the position that one has reached in life as by the obstacles which he has overcome while trying to succeed."" — Booker T. Washington #Endure #Resilience #Stoicism","Booker T. Washington","I have learned that success is to be measured not so much by the position that one has reached in life as by the obstacles which he has overcome while trying to succeed.",bright_yellow,4
endure_bright_yellow_quote35.png,"""Regrets are the tears of choices not made and of good deeds left undone."" — Jonathan Lockwood Huie #Endure #Resilience #Stoicism","Jonathan Lockwood Huie","Regrets are the tears of choices not made and of good deeds left undone.",bright_yellow,35
endure_bright_yellow_quote22.png,"""The best way to predict the future is to create it."" — Peter Drucker #Endure #Resilience #Stoicism","Peter Drucker","The best way to predict the future is to create it.",bright_yellow,22
endure_bright_yellow_quote36.png,"""Fall seven times, stand up eight."" — Japanese Proverb #Endure #Resilience #Stoicism","Japanese Proverb","Fall seven times, stand up eight.",bright_yellow,36
endure_bright_yellow_quote1.png,"""The only real mistake is the one from which we learn nothing."" — Henry Ford #Endure #Resilience #Stoicism","Henry Ford","The only real mistake is the one from which we learn nothing.",bright_yellow,1
endure_bright_yellow_quote34.png,"""Broken hearts hurt but they will make you strong."" — Anonymous #Endure #Resilience #Stoicism","Anonymous","Broken hearts hurt but they will make you strong.",bright_yellow,34
endure_bright_yellow_quote18.png,"""We must accept finite disappointment, but never lose infinite hope."" — Martin Luther King Jr. #Endure #Resilience #Stoicism","Martin Luther King Jr.","We must accept finite disappointment, but never lose infinite hope.",bright_yellow,18
endure_bright_yellow_quote48.png,"""Success consists of going from failure to failure without loss of enthusiasm."" — Winston Churchill #Endure #Resilience #Stoicism","Winston Churchill","Success consists of going from failure to failure without loss of enthusiasm.",bright_yellow,48
endure_bright_yellow_quote41.png,"""Regret doesn't remind us that we did badly. It reminds us that we know we can do better."" — Kathryn Schulz #Endure #Resilience #Stoicism","Kathryn Schulz","Regret doesn't remind us that we did badly. It reminds us that we know we can do better.",bright_yellow,41
endure_hot_pink_quote24.png,"""Failure is simply the opportunity to begin again, this time more intelligently."" — Henry Ford #Endure #Resilience #Stoicism","Henry Ford","Failure is simply the opportunity to begin again, this time more intelligently.",hot_pink,24
endure_hot_pink_quote13.png,"""I have not failed. I've just found 10,000 ways that won't work."" — Thomas Edison #Endure #Resilience #Stoicism","Thomas Edison","I have not failed. I've just found 10,000 ways that won't work.",hot_pink,13
endure_hot_pink_quote32.png,"""Mistakes are a fact of life. It is the response to error that counts."" — Nikki Giovanni #Endure #Resilience #Stoicism","Nikki Giovanni","Mistakes are a fact of life. It is the response to error that counts.",hot_pink,32
endure_hot_pink_quote20.png,"""Every adversity, every failure, every heartache carries with it the seed of an equal or greater benefit."" — Napoleon Hill #Endure #Resilience #Stoicism","Napoleon Hill","Every adversity, every failure, every heartache carries with it the seed of an equal or greater benefit.",hot_pink,20
endure_hot_pink_quote11.png,"""Regret is the past crippling you in the present."" — Anonymous #Endure #Resilience #Stoicism","Anonymous","Regret is the past crippling you in the present.",hot_pink,11
endure_hot_pink_quote8.png,"""Ever tried. Ever failed. No matter. Try Again. Fail again. Fail better."" — Samuel Beckett #Endure #Resilience #Stoicism","Samuel Beckett","Ever tried. Ever failed. No matter. Try Again. Fail again. Fail better.",hot_pink,8
endure_hot_pink_quote16.png,"""Success is stumbling from failure to failure with no loss of enthusiasm."" — Winston Churchill #Endure #Resilience #Stoicism","Winston Churchill","Success is stumbling from failure to failure with no loss of enthusiasm.",hot_pink,16
endure_hot_pink_quote26.png,"""Suffering is the positive element in this world, indeed it is the only link between this world and the positive."" — Franz Kafka #Endure #Resilience #Stoicism","Franz Kafka","Suffering is the positive element in this world, indeed it is the only link between this world and the positive.",hot_pink,26
endure_hot_pink_quote37.png,"""The soul would have no rainbow had the eyes no tears."" — John Vance Cheney #Endure #Resilience #Stoicism","John Vance Cheney","The soul would have no rainbow had the eyes no tears.",hot_pink,37
endure_hot_pink_quote19.png,"""Rock bottom became the solid foundation on which I rebuilt my life."" — J.K. Rowling #Endure #Resilience #Stoicism","J.K. Rowling","Rock bottom became the solid foundation on which I rebuilt my life.",hot_pink,19
endure_hot_pink_quote15.png,"""Letting go means to come to the realization that some people are a part of your history, but not a part of your destiny."" — Steve Maraboli #Endure #Resilience #Stoicism","Steve Maraboli","Letting go means to come to the realization that some people are a part of your history, but not a part of your destiny.",hot_pink,15
endure_hot_pink_quote6.png,"""Mistakes are the portals of discovery."" — James Joyce #Endure #Resilience #Stoicism","James Joyce","Mistakes are the portals of discovery.",hot_pink,6
endure_hot_pink_quote31.png,"""Turn your wounds into wisdom."" — Oprah Winfrey #Endure #Resilience #Stoicism","Oprah Winfrey","Turn your wounds into wisdom.",hot_pink,31
endure_hot_pink_quote39.png,"""Failure is the condiment that gives success its flavor."" — Truman Capote #Endure #Resilience #Stoicism","Truman Capote","Failure is the condiment that gives success its flavor.",hot_pink,39
endure_hot_pink_quote42.png,"""A man is not old until regrets take the place of dreams."" — John Barrymore #Endure #Resilience #Stoicism","John Barrymore","A man is not old until regrets take the place of dreams.",hot_pink,42
endure_hot_pink_quote50.png,"""Never regret. If it's good, it's wonderful. If it's bad, it's experience."" — Victoria Holt #Endure #Resilience #Stoicism","Victoria Holt","Never regret. If it's good, it's wonderful. If it's bad, it's experience.",hot_pink,50
endure_hot_pink_quote46.png,"""I did then what I knew how to do. Now that I know better, I do better."" — Maya Angelou #Endure #Resilience #Stoicism","Maya Angelou","I did then what I knew how to do. Now that I know better, I do better.",hot_pink,46
endure_hot_pink_quote14.png,"""The only way to get rid of a temptation is to yield to it."" — Oscar Wilde #Endure #Resilience #Stoicism","Oscar Wilde","The only way to get rid of a temptation is to yield to it.",hot_pink,14
endure_hot_pink_quote33.png,"""The only man who never makes a mistake is the man who never does anything."" — Theodore Roosevelt #Endure #Resilience #Stoicism","Theodore Roosevelt","The only man who never makes a mistake is the man who never does anything.",hot_pink,33
endure_hot_pink_quote45.png,"""Heartbreak is life educating us."" — George Bernard Shaw #Endure #Resilience #Stoicism","George Bernard Shaw","Heartbreak is life educating us.",hot_pink,45
